x_norm, y_norm, dis_pks, x_mm, y_mm, dis_mm 
-256, -574, 628.4998011137315, -42, 95, 103.87011119662864
-285, -569, 636.3851035340158, -47, 95, 105.99056561788883
-312, -565, 645.4215676594639, -52, 95, 108.30050784737807
-340, -560, 655.133574166368, -57, 95, 110.78808600206071
-366, -555, 664.8165160403282, -62, 95, 113.44161493913951
-392, -550, 675.3991412490839, -67, 95, 116.2497311824849
-417, -545, 686.2317392834581, -72, 95, 119.20151005754919
-441, -537, 694.8740893140282, -77, 95, 122.28654872879518
-462, -532, 704.6048538010507, -82, 95, 125.49501982150527
-486, -525, 715.4166618132401, -87, 95, 128.81770064707723
-507, -519, 725.5411773290335, -92, 95, 132.24598292575845
-528, -512, 735.478075811917, -97, 95, 135.77186748365804
-547, -505, 744.4689382371839, -102, 95, 139.38794782907166
-567, -499, 755.3078842432402, -107, 95, 143.0873858870865
-587, -492, 765.9197085856977, -112, 95, 146.8638825579659
-606, -484, 775.5591531276, -117, 95, 150.71164520368026
-622, -477, 783.8450101901524, -122, 95, 154.62535367784935
-637, -470, 791.6242795670179, -127, 95, 158.60012610335465
-652, -465, 800.8301942359566, -132, 95, 162.63148526653748
-669, -456, 809.6276922141436, -137, 95, 166.715326230074
-683, -448, 816.8188293618114, -142, 95, 170.84788555905513
-698, -441, 825.642174310397, -147, 95, 175.025712396779
-714, -433, 835.0359273707928, -152, 95, 179.24564150907548
-730, -428, 846.2174661397625, -157, 95, 183.50476833041697
-745, -422, 856.2178461116073, -162, 95, 187.8004259846074
-756, -416, 862.897444659561, -167, 95, 192.13016421166145
-769, -410, 871.4705961763713, -172, 95, 196.49173010587495
-781, -406, 880.2255392795644, -177, 95, 200.8830505542964
-787, -402, 883.726767728578, -182, 95, 205.30221625691235
-795, -398, 889.0607403321777, -187, 95, 209.74746720759228
-800, -394, 891.7600574145491, -192, 95, 214.21717951648975
-806, -392, 896.2700485902673, -197, 95, 218.7098534588691
-811, -389, 899.4676203177077, -202, 95, 223.22410264126944
-816, -386, 902.6915309229394, -207, 95, 227.75864418282788
-821, -382, 905.5191880904567, -212, 95, 232.31228981696168
-826, -380, 909.217245766929, -217, 95, 236.88393782610083
3, -610, 610.0073770045736, 0, 100, 100.0
-12, -610, 610.1180213696363, -2, 100, 100.0199980003999
-43, -610, 611.5136956765564, -7, 100, 100.24470060806208
-74, -611, 615.4648649598123, -12, 100, 100.71742649611338
-105, -609, 617.9854367216108, -17, 100, 101.43470806385751
-136, -607, 622.0490334370756, -22, 100, 102.39140588936164
-165, -606, 628.0613027404252, -27, 100, 103.58088626768937
-195, -602, 632.7945954257195, -32, 100, 104.9952379872535
-224, -599, 639.513096034788, -37, 100, 106.6255128944288
-252, -597, 648.006944407234, -42, 100, 108.46197490364999
-280, -591, 653.9732410427815, -47, 100, 110.4943437466371
-309, -586, 662.4779241604961, -52, 100, 112.71202242884297
-335, -582, 671.5273635526702, -57, 100, 115.10430052782563
-361, -576, 679.7771693724349, -62, 100, 117.66052864066182
-385, -569, 687.0123725232319, -67, 100, 120.37026210821342
-410, -564, 697.2775630980822, -72, 100, 123.2233744059949
-436, -559, 708.9266534698777, -77, 100, 126.21014222319853
-459, -553, 718.672387113906, -82, 100, 129.3213052826177
-481, -545, 726.9016439656743, -87, 100, 132.5481044753187
-502, -538, 735.8315024514784, -92, 100, 135.88230201170424
-522, -531, 744.61063650743, -97, 100, 139.31618714277246
-543, -523, 753.9084825096478, -102, 100, 142.84257068535277
-562, -517, 763.6314556119332, -107, 100, 146.4547711752676
-581, -511, 773.7454361739395, -112, 100, 150.14659503298768
-599, -504, 782.8262897987012, -117, 100, 153.91231269784754
-615, -496, 790.0892354664757, -122, 100, 157.74663229368798
-632, -488, 798.4785532498665, -127, 100, 161.64467204334326
-647, -482, 806.8041893793065, -132, 100, 165.60193235587562
-663, -475, 815.5942618728997, -137, 100, 169.61426826773743
-677, -470, 824.1535051190403, -142, 100, 173.67786272291585
-693, -461, 832.3280603223707, -147, 100, 177.78920102188434
-709, -454, 841.9008255133142, -152, 100, 181.94504664870655
-724, -448, 851.3988489538848, -157, 100, 186.14241859393576
-738, -442, 860.2371765972451, -162, 100, 190.3785702225962
-749, -436, 866.6585256027889, -167, 100, 194.65096968677037
-763, -429, 875.3342218832759, -172, 100, 198.9572818471342
-774, -424, 882.5259202992283, -177, 100, 203.2953516438583
-782, -419, 887.1781106406988, -182, 100, 207.66318884193223
-788, -415, 890.6003593082589, -187, 100, 212.05895406702354
-795, -411, 894.9558648335682, -192, 100, 216.48094604375694
-801, -409, 899.3786744191792, -197, 100, 220.92758994747578
-806, -404, 901.5830521920873, -202, 100, 225.39742678211746
-811, -401, 904.7220567666072, -207, 100, 229.88910370002316
-817, -397, 908.3490518517648, -212, 100, 234.4013651837378
-823, -395, 912.882248704618, -217, 100, 238.933045014707
3, -629, 629.0071541723512, 0, 105, 105.0
-12, -631, 631.1140942808994, -2, 105, 105.01904589168576
-43, -630, 631.4657552076756, -7, 105, 105.23307464861035
-73, -630, 634.2152631402054, -12, 105, 105.68348972285122
-103, -629, 637.3774391990981, -17, 105, 106.36728820459794
-133, -628, 641.929123813525, -22, 105, 107.28000745712129
-162, -625, 645.653932071973, -27, 105, 108.41586599755591
-191, -622, 650.6650443968847, -32, 105, 109.7679370308106
-220, -619, 656.9330255056447, -37, 105, 111.32834320154055
-248, -617, 664.9759394143521, -42, 105, 113.08846094982458
-276, -612, 671.3568350735695, -47, 105, 115.03912377969506
-303, -607, 678.4231717740779, -52, 105, 117.17081547894082
-330, -602, 686.5158410408313, -57, 105, 119.47384651043926
-356, -597, 695.0863255740254, -62, 105, 121.93850909372314
-381, -591, 703.1656988221197, -67, 105, 124.55520864259351
-406, -585, 712.0821581812031, -72, 105, 127.31457104353767
-428, -579, 720.017360901805, -77, 105, 130.20752666416791
-453, -573, 730.4368555871206, -82, 105, 133.22537295875736
-474, -566, 738.2628258283089, -87, 105, 136.35981812836215
-495, -558, 745.9148744997649, -92, 105, 139.6030085635693
-517, -552, 756.3021882819063, -97, 105, 142.9475428260311
-537, -545, 765.1104495430709, -102, 105, 146.38647478507022
-555, -538, 772.9611891938689, -107, 105, 149.91330828182
-574, -530, 781.265639843453, -112, 105, 153.52198539622916
-591, -525, 790.5099619865647, -117, 105, 157.20687007888682
-608, -514, 796.1532515791165, -122, 105, 160.96272860510285
-624, -507, 804.0055969954439, -127, 105, 164.78470802838473
-640, -501, 812.7736462263033, -132, 105, 168.66831356244717
-656, -494, 821.2015586931141, -137, 105, 172.60938560808333
-672, -486, 829.3250267536848, -142, 105, 176.60407696313243
-687, -479, 837.5022388029778, -147, 105, 180.64883060789515
-703, -471, 846.1973765026692, -152, 105, 184.74035834110532
-718, -465, 855.4232870339689, -157, 105, 188.875620449014
-731, -459, 863.1581546854551, -162, 105, 193.05180651835403
-742, -453, 869.3520575693141, -167, 105, 197.2663174492797
-756, -446, 877.7539518566692, -172, 105, 201.51674868357716
-769, -440, 885.9802480868295, -177, 105, 205.80087463370995
-777, -436, 890.968574081039, -182, 105, 210.11663427725088
-783, -431, 893.7840902589394, -187, 105, 214.46211786700232
-789, -427, 897.1343266200441, -192, 105, 218.8355546980426
-797, -423, 902.2959603145744, -197, 105, 223.23530186778254
-802, -420, 905.3198329872156, -202, 105, 227.65983396286663
-807, -417, 908.371069552526, -207, 105, 232.1077336066164
-812, -415, 911.9040519703814, -212, 105, 236.57768280207665
-817, -412, 915.0043715742564, -217, 105, 241.0684550081159
4, -649, 649.0123265393347, 0, 110, 110.0
-12, -648, 648.1111015867573, -2, 110, 110.01818031580054
-42, -649, 650.3575939435166, -7, 110, 110.22250223978767
-72, -649, 652.9816230185961, -12, 110, 110.65260954898443
-101, -647, 654.8358572955516, -17, 110, 111.30588483993108
-131, -647, 660.128775315847, -22, 110, 112.17842929904127
-159, -646, 665.2796404520433, -27, 110, 113.26517558367179
-189, -642, 669.2421086572482, -32, 110, 114.56002793295748
-217, -639, 674.8407219485202, -37, 110, 116.05602095539895
-245, -635, 680.6247130394253, -42, 110, 117.74548823628021
-272, -630, 686.2098804301786, -47, 110, 119.6202324023825
-298, -627, 694.2139439682842, -52, 110, 121.67168939404104
-326, -623, 703.1393887416634, -57, 110, 123.89108119634763
-351, -616, 708.9830745511489, -62, 110, 126.26955294131677
-374, -612, 717.2307857307856, -67, 110, 128.79829191413992
-399, -605, 724.724775345786, -72, 110, 131.46862743635836
-422, -599, 732.7243683678058, -77, 110, 134.27211177307072
-447, -592, 741.8038824379393, -82, 110, 137.20058308913997
-469, -583, 748.2312476768128, -87, 110, 140.24621207005913
-490, -577, 756.9867898451068, -92, 110, 143.4015341619468
-508, -571, 764.2676232838861, -97, 110, 146.6594695203825
-529, -566, 774.723821758438, -102, 110, 150.0133327407934
-547, -558, 781.3917071482139, -107, 110, 153.45683432157722
-567, -548, 788.5385215701259, -112, 110, 156.98407562552325
-583, -542, 796.0232408667475, -117, 110, 160.58953888718904
-601, -533, 803.2994460349141, -122, 110, 164.26807358704855
-616, -527, 810.6694764205694, -127, 110, 168.01488029338353
-631, -521, 818.2921238775307, -132, 110, 171.8254928699464
-649, -510, 825.4095952919374, -137, 110, 175.6957597667058
-666, -504, 835.207758584653, -142, 110, 179.62182495454164
-680, -498, 842.8546731198683, -147, 110, 183.60010893242955
-695, -490, 850.3675675847475, -152, 110, 187.62729012593024
-709, -484, 858.4503480108795, -157, 110, 191.70028690641024
-726, -475, 867.5834253834037, -162, 110, 195.816240388789
-739, -469, 875.2611038998591, -167, 110, 199.972498109115
-751, -463, 882.2527982386907, -172, 110, 204.16659863944446
-762, -456, 888.020270038922, -177, 110, 208.39625716408634
-771, -450, 892.7155201966638, -182, 110, 212.6593520163174
-777, -446, 895.9045708109765, -187, 110, 216.9539121564762
-783, -442, 899.1401448050243, -192, 110, 221.27810555949722
-791, -438, 904.1708909271521, -197, 110, 225.63022847127553
-796, -436, 907.5858086153618, -202, 110, 230.00869548780108
-800, -434, 910.1406484714327, -207, 110, 234.4120304079976
-804, -432, 912.7102497507082, -212, 110, 238.83885781003056
-809, -429, 915.7084688917101, -217, 110, 243.28789530101986
4, -667, 667.0119938951623, 0, 115, 115.0
-10, -668, 668.0748461063326, -2, 115, 115.0173899895142
-40, -668, 669.196533164959, -7, 115, 115.2128465059344
-71, -668, 671.7626068783525, -12, 115, 115.62439189029277
-99, -668, 675.2962312940892, -17, 115, 116.2497311824849
-128, -665, 677.2067631085797, -22, 115, 117.08543888972702
-158, -663, 681.5665778190712, -27, 115, 118.12705024675762
-185, -660, 685.4378162897054, -32, 115, 119.36917525056458
-213, -656, 689.7137087226845, -37, 115, 120.8056290079233
-241, -653, 696.053158889463, -42, 115, 122.42957159118053
-267, -650, 702.7012167343955, -47, 115, 124.23365083583433
-294, -645, 708.8448349251055, -52, 115, 126.21014222319853
-320, -640, 715.5417527999327, -57, 115, 128.35108102388543
-346, -635, 723.1465964795797, -62, 115, 130.64838307457157
-371, -629, 730.2615969637181, -67, 115, 133.09395177843356
-393, -625, 738.2912704346436, -72, 115, 135.67977004697494
-418, -619, 746.9169967272134, -77, 115, 138.3979768638256
-441, -612, 754.3374576408095, -82, 115, 141.24092891226678
-461, -605, 760.6221137989613, -87, 115, 144.20124826089406
-483, -597, 767.9179643685906, -92, 115, 147.27185746095552
-502, -590, 774.6637980440289, -97, 115, 150.4460036026215
-521, -582, 781.1305908745348, -102, 115, 153.7172729396407
-542, -575, 790.1828902222574, -107, 115, 157.07959765672945
-560, -568, 797.6365086930261, -112, 115, 160.52725625263767
-578, -561, 805.484326352785, -117, 115, 164.05486887014357
-596, -552, 812.3546023750959, -122, 115, 167.6573887426379
-613, -545, 820.2402087193726, -127, 115, 171.3300907604966
-628, -537, 826.2886904708305, -132, 115, 175.06855799943062
-643, -531, 833.9124654302752, -137, 115, 178.86866690396056
-659, -524, 841.9364584100157, -142, 115, 182.72657168567466
-675, -516, 849.6358043303024, -147, 115, 186.63868837944614
-689, -509, 856.622437249924, -152, 115, 190.60167890131504
-703, -501, 863.2554662439155, -157, 115, 194.61243536834948
-717, -494, 870.7037383633999, -162, 115, 198.66806487203723
-731, -487, 878.3678045101608, -167, 115, 202.76587484091104
-744, -480, 885.4016037934424, -172, 115, 206.90335908341362
-754, -475, 891.1458915351627, -177, 115, 211.0781845667619
-763, -470, 896.1411719143363, -182, 115, 215.2881789602021
-769, -465, 898.6578881866002, -187, 115, 219.5313189501671
-778, -460, 903.8163530275384, -192, 115, 223.80571931923456
-785, -456, 907.8331344470745, -197, 115, 228.10962276940444
-790, -453, 910.6640434320442, -202, 115, 232.44139046219803
-795, -450, 913.5233987151069, -207, 115, 236.799493242701
-801, -446, 916.7971422294029, -212, 115, 241.18250351134512
-806, -444, 920.2021517036352, -217, 115, 245.58908770545975
4, -683, 683.0117129303128, 0, 120, 120.0
-11, -684, 684.0884445742378, -2, 120, 120.01666550941998
-40, -685, 686.1668893206667, -7, 120, 120.20399327809372
-68, -684, 687.371806230078, -12, 120, 120.59850745345068
-97, -683, 689.8536076589004, -17, 120, 121.19818480488888
-127, -682, 693.7240085221212, -22, 120, 122.0
-155, -680, 697.4417538404193, -27, 120, 123.0
-182, -677, 701.0370888904523, -32, 120, 124.1933975700802
-210, -672, 704.0482937980888, -37, 120, 125.57467897629681
-237, -671, 711.6249011944425, -42, 120, 127.13772060250254
-263, -666, 716.0481827363295, -47, 120, 128.87590930814028
-291, -661, 722.2201880313233, -52, 120, 130.78226179417453
-316, -657, 729.0438944261175, -57, 120, 132.84953895290718
-341, -652, 735.7886924926205, -62, 120, 135.07035203922436
-365, -647, 742.8553021955217, -67, 120, 137.43725841270262
-388, -641, 749.2829905983452, -72, 120, 139.9428454762872
-412, -637, 758.6257311744705, -77, 120, 142.57980221616245
-435, -628, 763.9430607054429, -82, 120, 145.3409783921933
-455, -622, 770.6549162887369, -87, 120, 148.2194319244275
-476, -615, 777.6895267393023, -92, 120, 151.2084653714864
-498, -608, 785.9185708456062, -97, 120, 154.30165261590687
-517, -600, 792.0157826710273, -102, 120, 157.49285698088025
-538, -592, 799.9424979334452, -107, 120, 160.77624202599088
-555, -585, 806.3808033429367, -112, 120, 164.14627622946554
-573, -578, 813.8875843751396, -117, 120, 167.59773268156107
-591, -570, 821.0852574489448, -122, 120, 171.12568480505783
-608, -562, 827.9541050082425, -127, 120, 174.72549899771354
-624, -555, 835.1053825715651, -132, 120, 178.39282496782207
-638, -548, 841.0398325882074, -137, 120, 182.12358441453978
-654, -541, 848.7620396789667, -142, 120, 185.9139585937538
-669, -534, 855.9889017972138, -147, 120, 189.76037521042164
-683, -527, 862.6807057075057, -152, 120, 193.65949499056327
-697, -518, 868.4083141011491, -157, 120, 197.60819821049935
-709, -511, 873.9576648785684, -162, 120, 201.6035713969373
-722, -504, 880.5112151472007, -167, 120, 205.6428943581567
-733, -499, 886.729947616522, -172, 120, 209.72362766269327
-744, -493, 892.5161062972477, -177, 120, 213.84340064636083
-755, -486, 897.898101122839, -182, 120, 218.0
-764, -480, 902.2726860544988, -187, 120, 222.19135896789507
-772, -475, 906.4265000539206, -192, 120, 226.4155471693585
-780, -470, 910.659101969557, -197, 120, 230.6707610426601
-785, -467, 913.4079044983134, -202, 120, 234.95531490051465
-791, -464, 917.0479812965077, -207, 120, 239.26763257908496
-796, -460, 919.3562965466654, -212, 120, 243.6062396573618
-802, -457, 923.0671698202683, -217, 120, 247.9697562203907
4, -699, 699.0114448276223, 0, 125, 125.0
-11, -700, 700.0864232364459, -2, 125, 125.01599897613104
-39, -702, 703.0824987154779, -7, 125, 125.19584657647394
-67, -700, 703.1991183157157, -12, 125, 125.57467897629681
-96, -699, 705.5614785403183, -17, 125, 126.15070352558483
-124, -699, 709.9133749972598, -22, 125, 126.92123541787639
-152, -696, 712.4043795485819, -27, 125, 127.88275880665071
-178, -694, 716.4635371042967, -32, 125, 129.0310040261642
-206, -692, 722.0110802473879, -37, 125, 130.36103712382777
-233, -688, 726.3835075220252, -42, 125, 131.86735759845953
-260, -684, 731.7485907058516, -47, 125, 133.5440002396214
-286, -677, 734.9319696407281, -52, 125, 135.38463723776047
-313, -672, 741.3184201137861, -57, 125, 137.38267721950973
-336, -669, 748.636761053049, -62, 125, 139.5313584826006
-360, -665, 756.191113409831, -67, 125, 141.8238343861849
-382, -658, 760.8468965567251, -72, 125, 144.25324953012324
-405, -652, 767.547392673573, -77, 125, 146.81280598094978
-429, -645, 774.6392708867786, -82, 125, 149.4958193395387
-449, -639, 780.9750316111265, -87, 125, 152.2957648787385
-470, -633, 788.4091577347386, -92, 125, 155.2063143045411
-492, -625, 795.4175004360917, -97, 125, 158.22136391777187
-511, -618, 801.9008666911391, -102, 125, 161.33505508723144
-530, -610, 808.0841540334769, -107, 125, 164.54178800535746
-550, -603, 816.1550097867439, -112, 125, 167.83622970026465
-568, -594, 821.8637356642523, -117, 125, 171.21331723905124
-585, -586, 828.0223426937223, -122, 125, 174.6682569902156
-602, -579, 835.2514591426943, -127, 125, 178.19652072922187
-617, -573, 842.0320658977305, -132, 125, 181.79383927955314
-633, -566, 849.1436863099201, -137, 125, 185.4561942885705
-649, -560, 857.2053429604834, -142, 125, 189.17980864775183
-665, -551, 863.6121814796269, -147, 125, 192.96113598338914
-677, -545, 869.1110400863632, -152, 125, 196.7968495682794
-690, -537, 874.3391790375174, -157, 125, 200.68383093812017
-703, -528, 879.2002047315503, -162, 125, 204.6191584383046
-715, -521, 884.684124419558, -167, 125, 208.60009587725506
-727, -515, 890.928728911578, -172, 125, 212.6240814207083
-738, -507, 895.3731065874159, -177, 125, 216.6887168266959
-750, -500, 901.3878188659974, -182, 125, 220.79175709251467
-757, -495, 904.4744330272691, -187, 125, 224.93110056192762
-766, -488, 908.2400563727632, -192, 125, 229.1047795223836
-774, -484, 912.8701988782414, -197, 125, 233.3109513074772
-781, -480, 916.7120594821473, -202, 125, 237.54788990854033
-786, -476, 918.89716508432, -207, 125, 241.81397809059757
-791, -473, 921.6344177601007, -212, 125, 246.10770000144245
-797, -470, 925.2615846343131, -217, 125, 250.42763425788297
4, -716, 716.0111730971801, 0, 130, 130.0
-11, -715, 715.0846103783804, -2, 130, 130.01538370516005
-39, -716, 717.0613641802213, -7, 130, 130.18832512940628
-67, -715, 718.1322997888342, -12, 130, 130.5526713629407
-93, -716, 722.014542789825, -17, 130, 131.10682667199293
-122, -715, 725.3337162989185, -22, 130, 131.84839779079607
-149, -713, 728.4023613360956, -27, 130, 132.7742444904131
-176, -710, 731.4888926019314, -32, 130, 133.88054376943649
-200, -709, 736.6688536920778, -37, 130, 135.1628647225265
-230, -705, 741.5692819959576, -42, 130, 136.61625086350452
-255, -700, 745.0, -47, 130, 138.23530663329106
-281, -693, 747.8034501123942, -52, 130, 140.0142849854971
-306, -691, 755.7228327899059, -57, 130, 141.94717327231282
-331, -684, 759.8795957255334, -62, 130, 144.02777509911067
-354, -679, 765.7395118445959, -67, 130, 146.24978632463024
-377, -673, 771.4000259268857, -72, 130, 148.60686390607938
-398, -670, 779.2971192042224, -77, 130, 151.09268678529745
-423, -663, 786.4464380998874, -82, 130, 153.7010084547268
-444, -656, 792.1313022472979, -87, 130, 156.42570121306792
-465, -649, 798.3896291911612, -92, 130, 159.26079241294764
-485, -643, 805.4030047125476, -97, 130, 162.2004932174992
-504, -636, 811.4875230094422, -102, 130, 165.23922052587878
-523, -627, 816.4912736827014, -107, 130, 168.37161280928564
-543, -619, 823.4136263142601, -112, 130, 171.5925406304132
-561, -611, 829.4829714948945, -117, 130, 174.89711261195822
-579, -604, 836.6940898560238, -122, 130, 178.2806775845324
-596, -597, 843.5786863120713, -127, 130, 181.738823590338
-612, -589, 849.3909582753986, -132, 130, 185.26737435393204
-627, -581, 854.8040711180545, -137, 130, 188.86238376129853
-644, -574, 862.6772281682182, -142, 130, 192.52012881774206
-658, -567, 868.5925396870502, -147, 130, 196.23710148695125
-674, -559, 875.6466182199301, -152, 130, 200.0099997500125
-686, -552, 880.5112151472007, -157, 130, 203.83571816538927
-697, -543, 883.5485272468061, -162, 130, 207.71133815947553
-708, -537, 888.6129641188002, -167, 130, 211.6341182323871
-721, -530, 894.841326716642, -172, 130, 215.60148422494683
-732, -520, 897.8997716894687, -177, 130, 219.61101975993827
-743, -514, 903.4627828527305, -182, 130, 223.6604569431083
-752, -507, 906.9470767360133, -187, 130, 227.74766738651792
-760, -502, 910.8259987505846, -192, 130, 231.87065359807826
-770, -497, 916.4654930765261, -197, 130, 236.02754076590298
-775, -493, 918.5172834519773, -202, 130, 240.21656895393374
-781, -489, 921.4564558350004, -207, 130, 244.43608571567333
-787, -486, 924.9675669989732, -212, 130, 248.68453912537467
-791, -483, 926.8063443891609, -217, 130, 252.96047122030745
3, -731, 731.0061559248321, 0, 135, 135.0
-11, -730, 730.0828720083769, -2, 135, 135.0148140020198
-37, -729, 729.9383535614497, -7, 135, 135.18135966175217
-65, -730, 732.8881224307022, -12, 135, 135.5322839769182
-92, -729, 734.7822806791138, -17, 135, 136.06616037795732
-120, -729, 738.8105305150976, -22, 135, 136.7808466123821
-146, -728, 742.4957912338629, -27, 135, 137.6735268670052
-173, -724, 744.3822942547733, -32, 135, 138.74076545846214
-198, -723, 749.6219046959607, -37, 135, 139.97856978837868
-226, -718, 752.7283706623525, -42, 135, 141.38246001537814
-252, -714, 757.1657678474378, -47, 135, 142.9475428260311
-277, -710, 762.1213814084998, -52, 135, 144.66858677681205
-302, -706, 767.8801989893997, -57, 135, 146.54009690183776
-326, -701, 773.0957249914139, -62, 135, 148.5563866011825
-349, -696, 778.599383508618, -67, 135, 150.71164520368026
-371, -691, 784.2971375696841, -72, 135, 153.0
-393, -686, 790.5978750287658, -77, 135, 155.4155719353759
-416, -676, 793.7455511686348, -82, 135, 157.95252451290546
-438, -670, 800.4648649378685, -87, 135, 160.60510577189007
-459, -664, 807.203196227567, -92, 135, 163.36768346279504
-480, -656, 812.8566909363544, -97, 135, 166.23477373883
-499, -649, 818.6586590270697, -102, 135, 169.2010638264429
-519, -640, 823.9908980079816, -107, 135, 172.2614292289484
-538, -632, 829.9807226677015, -112, 135, 175.410946066658
-558, -624, 837.1021443049826, -117, 135, 178.64489917151286
-574, -616, 841.9809974102741, -122, 135, 181.95878654244757
-591, -609, 848.6235914703291, -127, 135, 185.34832073693033
-607, -601, 854.1955279676896, -132, 135, 188.80942773071476
-621, -594, 859.3468449933356, -137, 135, 192.33824372703418
-637, -586, 865.5431820539054, -142, 135, 195.93111034238538
-653, -579, 872.7256155287296, -147, 135, 199.58456854175876
-667, -572, 878.6768461726984, -152, 135, 203.2953516438583
-683, -564, 885.7680283234431, -157, 135, 207.06037766796427
-694, -556, 889.2536196159114, -162, 135, 210.87674124947966
-704, -549, 892.758085933698, -167, 135, 214.74170531128786
-716, -542, 898.0089086417796, -172, 135, 218.65269264292172
-728, -535, 903.4428592888429, -177, 135, 222.60727750906977
-737, -528, 906.6162363425883, -182, 135, 226.60317738284255
-747, -521, 910.7414561773281, -187, 135, 230.63824487712353
-755, -516, 914.4840075146202, -192, 135, 234.71045992882378
-764, -511, 919.1392712750337, -197, 135, 238.81792227552774
-770, -507, 921.9267866810249, -202, 135, 242.9588442514493
-775, -503, 923.923156977895, -207, 135, 247.13154391942766
-782, -499, 927.6448673926892, -212, 135, 251.33443854752576
-786, -496, 929.4148696895268, -217, 135, 255.56603843233944
2, -744, 744.0026881671866, 0, 140, 140.0
-10, -744, 744.0672012661222, -2, 140, 140.0142849854971
-37, -743, 743.9206946980303, -7, 140, 140.1748907615055
-65, -744, 746.833984229427, -12, 140, 140.51334456200237
-92, -742, 747.6817504794403, -17, 140, 141.0283659410404
-118, -742, 751.3241643924412, -22, 140, 141.718029904455
-143, -741, 754.6721142323996, -27, 140, 142.57980221616245
-171, -738, 757.5519784146828, -32, 140, 143.61058456812992
-196, -735, 760.6845601167412, -37, 140, 144.80676779764127
-221, -732, 764.6338993269917, -42, 140, 146.1642911247477
-249, -727, 768.4594979567888, -47, 140, 147.6787053031005
-272, -723, 772.4720059652648, -52, 140, 149.34523762075577
-298, -719, 778.3090645752495, -57, 140, 151.15885683611134
-321, -715, 783.7512360436824, -62, 140, 153.11433636338563
-346, -708, 788.0228423085209, -67, 140, 155.2063143045411
-367, -703, 793.0308947323553, -72, 140, 157.42934923323543
-388, -700, 800.3399277806899, -77, 140, 159.7779709471866
-412, -690, 803.6441998795239, -82, 140, 162.24672569885655
-434, -682, 808.3810982451284, -87, 140, 164.83021567661677
-455, -675, 814.0331688573875, -92, 140, 167.5231327309754
-473, -668, 818.5065668643105, -97, 140, 170.3202865192517
-494, -660, 824.4003881609955, -102, 140, 173.216627377397
-513, -651, 828.8365339438169, -107, 140, 176.207264322445
-532, -644, 835.3202978498726, -112, 140, 179.28747864811976
-552, -637, 842.8956044493292, -117, 140, 182.45273360517237
-570, -628, 848.106125434783, -122, 140, 185.69868066305693
-585, -620, 852.4230170519799, -127, 140, 189.02116283633427
-600, -614, 858.4847115703343, -132, 140, 192.4162155328911
-616, -607, 864.8150091204477, -137, 140, 195.88006534611938
-630, -598, 868.6218970300024, -142, 140, 199.40912717325654
-646, -591, 875.5552523970147, -147, 140, 203.0
-662, -584, 882.779700718135, -152, 140, 206.64946164943183
-675, -576, 887.3561855309288, -157, 140, 210.35446275275456
-689, -569, 893.5782002712466, -162, 140, 214.11212016137713
-700, -560, 896.4373932405988, -167, 140, 217.91970998512272
-711, -553, 900.7385858283191, -172, 140, 221.7746604100658
-723, -548, 907.2116621825361, -177, 140, 225.67454442182884
-734, -538, 910.0549433962765, -182, 140, 229.61707253599414
-742, -532, 913.0104051981007, -187, 140, 233.60008561642266
-751, -527, 917.4584459254817, -192, 140, 237.62154784446633
-758, -522, 920.3521065331464, -197, 140, 241.6795398870165
-765, -518, 923.877156336274, -202, 140, 245.77225229874912
-771, -514, 926.6266777942452, -207, 140, 249.897979183506
-777, -510, 929.4240151835975, -212, 140, 254.05511213120667
-782, -507, 931.9726390833584, -217, 140, 258.24213443975407
3, -757, 757.0059444944934, 0, 145, 145.0
-10, -757, 757.0660473168771, -2, 145, 145.01379244747721
-36, -756, 756.856657498631, -7, 145, 145.16886718577092
-64, -755, 757.7077272933146, -12, 145, 145.49570440394453
-89, -757, 762.2138807447684, -17, 145, 145.9931505242626
-117, -754, 763.0235907231178, -22, 145, 146.6594695203825
-142, -753, 766.2721448676051, -27, 145, 147.49237268414933
-168, -749, 767.6099269811458, -32, 145, 148.48905683584903
-193, -746, 770.5614835949173, -37, 145, 149.64624953536256
-218, -744, 775.2805943656787, -42, 145, 150.9602596712128
-245, -740, 779.5030468189332, -47, 145, 152.42703172337903
-268, -737, 784.2148940182149, -52, 145, 154.042202009709
-294, -732, 788.8345834203772, -57, 145, 155.80115532305913
-316, -726, 791.7903762991818, -62, 145, 157.69908052997647
-340, -720, 796.2411694957754, -67, 145, 159.7310239120754
-362, -715, 801.4168702990972, -72, 145, 161.8919392681427
-384, -712, 808.9499366462674, -77, 145, 164.17673403987544
-406, -701, 810.0845634870474, -82, 145, 166.58031096140985
-428, -695, 816.2162703597619, -87, 145, 169.09760495051373
-448, -686, 819.3289937503738, -92, 145, 171.72361514946044
-467, -680, 824.9175716397366, -97, 145, 174.45343218177166
-488, -672, 830.4986453932361, -102, 145, 177.28226081590904
-507, -663, 834.6364478022751, -107, 145, 180.20543831971332
-526, -656, 840.84005613434, -112, 145, 183.2184488527288
-547, -650, 849.534578460465, -117, 145, 186.31693428134759
-565, -639, 852.963070712912, -122, 145, 189.49670181826386
-580, -632, 857.8018419192163, -127, 145, 192.753728887407
-595, -625, 862.9310517069136, -132, 145, 196.08416560242696
-611, -617, 868.3374919926008, -137, 145, 199.48433522459854
